,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12
228,-429.43408,159.10411,-72.48424,65.11881,-61.395176,43.416683,-28.589022,30.857672,-15.493146,3.9846694,-6.3415465,-9.262555,6.9869933,22.285212,22.285212,22.285212,22.285212,22.285212,-8.08701,2.6735563,-3.3022122,2.2185485,2.2185485,2.2185485,2.2185485,2.2185485,-23.672821,-23.672821,-23.672821,-23.672821,-23.672821,8.320844,-3.8943174,1.8243523,-2.786499,-2.786499,-2.786499,-2.786499,-2.786499
229,-435.374,157.793,-57.19493,68.37032,-44.056137,43.14011,-22.248606,23.973562,-12.37026,5.362862,-2.1976595,-5.95545,7.8916855,22.25365,22.25365,22.25365,22.25365,22.25365,-9.037209,1.2528652,-3.9567301,1.3665967,1.3665967,1.3665967,1.3665967,1.3665967,-25.202337,-25.202337,-25.202337,-25.202337,-25.202337,7.8074355,-3.0117085,2.478064,-1.7490388,-1.7490388,-1.7490388,-1.7490388,-1.7490388
230,-420.10782,147.17969,-68.13148,61.277973,-48.727478,35.7392,-29.7477,21.064173,-13.339717,3.052888,-3.3647416,-9.036231,4.9902763,21.66591,21.66591,21.66591,21.66591,21.66591,-7.892996,2.3415363,-3.2355542,1.9216559,1.9216559,1.9216559,1.9216559,1.9216559,-23.486002,-23.486002,-23.486002,-23.486002,-23.486002,7.785218,-3.0860257,2.3787644,-1.9827209,-1.9827209,-1.9827209,-1.9827209,-1.9827209
231,-434.78735,155.51086,-56.53368,65.6631,-41.30786,42.63341,-18.746445,23.972883,-10.7621565,5.134691,-2.271857,-7.5036006,6.6213427,22.567194,22.567194,22.567194,22.567194,22.567194,-8.750153,1.2982157,-4.0428658,0.9236127,0.9236127,0.9236127,0.9236127,0.9236127,-25.176716,-25.176716,-25.176716,-25.176716,-25.176716,7.5285106,-3.2289793,2.0853934,-1.8111539,-1.8111539,-1.8111539,-1.8111539,-1.8111539
232,-432.51285,137.98036,-73.35938,69.426544,-55.15503,45.00308,-30.520378,25.840614,-19.050888,6.7474823,-0.69975495,-12.879264,7.228411,22.978052,22.978052,22.978052,22.978052,22.978052,-7.075721,2.594119,-3.8483186,1.9405808,1.9405808,1.9405808,1.9405808,1.9405808,-24.909529,-24.909529,-24.909529,-24.909529,-24.909529,6.9259543,-3.3349037,2.3901193,-2.251726,-2.251726,-2.251726,-2.251726,-2.251726
233,-440.34207,155.31578,-63.872147,67.98765,-52.789513,43.20852,-26.232445,28.719885,-13.316418,5.509656,-5.7251177,-10.63467,6.273039,22.980253,22.980253,22.980253,22.980253,22.980253,-8.325596,1.8268616,-3.9296298,1.5420843,1.5420843,1.5420843,1.5420843,1.5420843,-24.952156,-24.952156,-24.952156,-24.952156,-24.952156,7.940119,-3.4708416,1.9577241,-2.4553196,-2.4553196,-2.4553196,-2.4553196,-2.4553196
234,-439.94504,163.23656,-61.273094,71.82136,-47.849144,48.374557,-24.498602,26.21345,-12.96437,7.442659,-1.481858,-7.5764866,7.795715,22.449259,22.449259,22.449259,22.449259,22.449259,-9.101912,1.5606215,-4.1469846,1.3664833,1.3664833,1.3664833,1.3664833,1.3664833,-25.444778,-25.444778,-25.444778,-25.444778,-25.444778,8.089822,-3.2333474,2.4233835,-2.03665,-2.03665,-2.03665,-2.03665,-2.03665
235,-428.62573,153.83008,-79.4175,71.565956,-47.859356,43.032574,-30.441862,25.711668,-14.390426,6.599399,-0.68928176,-6.3636236,7.156964,22.366732,22.366732,22.366732,22.366732,22.366732,-7.8022094,2.8271694,-3.783717,1.8711597,1.8711597,1.8711597,1.8711597,1.8711597,-24.371803,-24.371803,-24.371803,-24.371803,-24.371803,7.635537,-3.8044353,2.8932567,-1.9381273,-1.9381273,-1.9381273,-1.9381273,-1.9381273
236,-436.2486,160.35455,-62.3936,71.14462,-46.207497,47.668156,-24.052168,26.448462,-12.302902,6.978876,-2.1029484,-8.091648,8.141347,22.454515,22.454515,22.454515,22.454515,22.454515,-8.841126,1.587581,-4.237679,1.2424136,1.2424136,1.2424136,1.2424136,1.2424136,-25.229269,-25.229269,-25.229269,-25.229269,-25.229269,7.841487,-3.3980408,2.3359327,-1.95191,-1.95191,-1.95191,-1.95191,-1.95191
237,-430.9971,144.96284,-58.69429,67.19493,-46.75038,47.808556,-24.597784,28.719807,-12.154614,8.519658,-2.9378462,-5.8737226,7.6464005,22.924124,22.924124,22.924124,22.924124,22.924124,-7.682523,1.618379,-3.7828605,1.327667,1.327667,1.327667,1.327667,1.327667,-24.991741,-24.991741,-24.991741,-24.991741,-24.991741,7.123371,-3.3192298,2.0972838,-2.101864,-2.101864,-2.101864,-2.101864,-2.101864
238,-438.9543,153.9056,-62.197803,63.665897,-52.23469,42.365395,-26.892633,28.957516,-11.317962,5.52883,-5.2115936,-8.670042,8.772313,23.083517,23.083517,23.083517,23.083517,23.083517,-8.082371,2.0326536,-3.4395487,1.8475851,1.8475851,1.8475851,1.8475851,1.8475851,-24.616226,-24.616226,-24.616226,-24.616226,-24.616226,8.02256,-3.396787,1.7857921,-2.3466537,-2.3466537,-2.3466537,-2.3466537,-2.3466537
239,-439.90015,151.19783,-53.991993,67.96012,-39.55235,41.422092,-19.802893,24.998219,-8.824016,5.449171,-1.8847371,-6.1930757,8.78413,23.125765,23.125765,23.125765,23.125765,23.125765,-8.561084,1.0988162,-4.076282,1.113128,1.113128,1.113128,1.113128,1.113128,-25.560596,-25.560596,-25.560596,-25.560596,-25.560596,7.323235,-3.02329,2.275196,-1.6937907,-1.6937907,-1.6937907,-1.6937907,-1.6937907
240,-435.83047,159.9995,-60.428604,69.78567,-43.26471,45.09763,-23.538544,25.408548,-11.328298,6.585133,-2.474808,-7.408992,7.3342757,22.3888,22.3888,22.3888,22.3888,22.3888,-8.923077,1.4399554,-4.1870613,1.1363355,1.1363355,1.1363355,1.1363355,1.1363355,-25.19172,-25.19172,-25.19172,-25.19172,-25.19172,7.8662777,-3.2852597,2.3754838,-1.8429686,-1.8429686,-1.8429686,-1.8429686,-1.8429686
241,-433.71613,162.33759,-64.25035,68.114204,-48.799355,43.61881,-25.804531,24.190983,-14.8654175,5.6412888,-3.8546534,-10.36879,6.3617754,21.88932,21.88932,21.88932,21.88932,21.88932,-9.058033,1.7100682,-4.0685635,1.4005297,1.4005297,1.4005297,1.4005297,1.4005297,-24.80004,-24.80004,-24.80004,-24.80004,-24.80004,8.24036,-3.2857344,2.29823,-2.0088072,-2.0088072,-2.0088072,-2.0088072,-2.0088072
242,-433.83548,159.1955,-66.134674,69.99103,-48.676914,47.11912,-27.560072,25.287458,-13.485826,7.185573,-3.141034,-9.047043,7.2460814,22.23253,22.23253,22.23253,22.23253,22.23253,-8.639724,1.8684785,-4.0889583,1.4321613,1.4321613,1.4321613,1.4321613,1.4321613,-24.894789,-24.894789,-24.894789,-24.894789,-24.894789,7.9929543,-3.4240088,2.383765,-2.0135822,-2.0135822,-2.0135822,-2.0135822,-2.0135822
243,-433.25992,149.69691,-54.242905,58.513016,-49.013504,36.184925,-24.18181,22.555548,-11.031189,4.404125,-0.7851573,-1.7039057,11.055718,22.421415,22.421415,22.421415,22.421415,22.421415,-8.310321,1.8973262,-2.443227,2.587538,2.587538,2.587538,2.587538,2.587538,-24.321604,-24.321604,-24.321604,-24.321604,-24.321604,8.073558,-2.4566236,2.3048964,-1.8601856,-1.8601856,-1.8601856,-1.8601856,-1.8601856
244,-439.8748,152.07211,-53.75418,68.6446,-42.354862,44.72572,-20.535208,27.655132,-9.959993,6.2735186,-1.4631251,-7.452348,8.123157,23.148788,23.148788,23.148788,23.148788,23.148788,-8.532851,1.1628355,-4.1340294,1.0356737,1.0356737,1.0356737,1.0356737,1.0356737,-25.591269,-25.591269,-25.591269,-25.591269,-25.591269,7.341769,-3.07989,2.0865347,-1.9462656,-1.9462656,-1.9462656,-1.9462656,-1.9462656
245,-439.27734,153.5131,-60.49893,64.84789,-52.534077,42.115673,-26.82552,27.399696,-11.937808,8.794795,-1.9117507,-9.012542,4.742634,22.927208,22.927208,22.927208,22.927208,22.927208,-8.039629,2.2110999,-3.25548,1.782414,1.782414,1.782414,1.782414,1.782414,-24.754845,-24.754845,-24.754845,-24.754845,-24.754845,8.238924,-2.946918,1.9176795,-2.7123172,-2.7123172,-2.7123172,-2.7123172,-2.7123172
246,-432.46844,150.81575,-54.77179,55.12339,-47.81839,34.444004,-22.020878,23.176785,-10.404084,3.9089034,-3.4631698,-5.5093985,11.165396,22.502716,22.502716,22.502716,22.502716,22.502716,-8.210333,1.9192069,-2.6486483,2.2320411,2.2320411,2.2320411,2.2320411,2.2320411,-24.100475,-24.100475,-24.100475,-24.100475,-24.100475,8.112652,-2.7937422,1.755598,-1.8879745,-1.8879745,-1.8879745,-1.8879745,-1.8879745
247,-437.69373,160.14244,-58.081482,68.94858,-44.790276,45.680973,-22.979313,26.600695,-10.929884,6.270601,-1.0168153,-6.62449,8.547852,22.556114,22.556114,22.556114,22.556114,22.556114,-8.948623,1.4810873,-3.9623868,1.3338504,1.3338504,1.3338504,1.3338504,1.3338504,-25.235216,-25.235216,-25.235216,-25.235216,-25.235216,7.901634,-3.1421187,2.279772,-1.9256229,-1.9256229,-1.9256229,-1.9256229,-1.9256229
248,-433.67047,155.72821,-55.89933,67.6188,-41.750553,41.670353,-21.603657,24.07547,-10.725959,4.416927,-1.9258567,-7.0067263,7.7560925,22.324379,22.324379,22.324379,22.324379,22.324379,-8.944413,1.1790432,-4.044286,1.1948733,1.1948733,1.1948733,1.1948733,1.1948733,-25.080854,-25.080854,-25.080854,-25.080854,-25.080854,7.6358166,-2.9884176,2.3610368,-1.7117207,-1.7117207,-1.7117207,-1.7117207,-1.7117207
249,-427.73187,152.60553,-56.541046,62.91589,-41.49801,38.970284,-20.674793,22.573317,-10.09178,3.8278968,-2.4936557,-7.637533,7.5657334,22.13751,22.13751,22.13751,22.13751,22.13751,-8.593744,1.4223512,-3.7483733,1.2341396,1.2341396,1.2341396,1.2341396,1.2341396,-24.496078,-24.496078,-24.496078,-24.496078,-24.496078,7.5916114,-3.0428402,2.0974724,-1.7151773,-1.7151773,-1.7151773,-1.7151773,-1.7151773
250,-440.44656,158.22437,-65.86935,64.853806,-54.585037,42.47589,-29.346247,26.190687,-14.785771,4.6340094,-1.4290559,-3.36826,11.617763,22.620174,22.620174,22.620174,22.620174,22.620174,-8.553303,2.3402517,-2.90906,2.6926074,2.6926074,2.6926074,2.6926074,2.6926074,-24.733288,-24.733288,-24.733288,-24.733288,-24.733288,8.321227,-3.0809112,2.552052,-1.9727972,-1.9727972,-1.9727972,-1.9727972,-1.9727972
251,-433.59534,151.07195,-56.304546,63.52515,-49.350567,39.813858,-26.134005,24.998709,-9.914762,8.872077,-0.12378178,-5.274618,6.27832,22.552206,22.552206,22.552206,22.552206,22.552206,-8.057774,2.0803382,-2.886384,2.052399,2.052399,2.052399,2.052399,2.052399,-24.450285,-24.450285,-24.450285,-24.450285,-24.450285,8.211401,-2.5502675,2.181952,-2.4495542,-2.4495542,-2.4495542,-2.4495542,-2.4495542
252,-436.78552,152.70714,-59.878174,61.58176,-51.20887,39.881126,-24.654518,26.471462,-9.850835,8.041531,-2.2288668,-8.65543,5.611428,22.962973,22.962973,22.962973,22.962973,22.962973,-7.8707776,2.3213825,-3.048071,1.8015482,1.8015482,1.8015482,1.8015482,1.8015482,-24.406921,-24.406921,-24.406921,-24.406921,-24.406921,8.226167,-3.0261042,1.691891,-2.6683671,-2.6683671,-2.6683671,-2.6683671,-2.6683671
253,-424.86798,138.71846,-45.56993,57.152584,-31.995337,37.523087,-14.3209715,21.916603,-6.4153695,4.455445,0.08213179,-5.6482744,7.161803,22.771221,22.771221,22.771221,22.771221,22.771221,-7.8730993,1.0011714,-3.5533452,0.64099205,0.64099205,0.64099205,0.64099205,0.64099205,-24.766106,-24.766106,-24.766106,-24.766106,-24.766106,6.600291,-2.72548,1.7252938,-1.4682294,-1.4682294,-1.4682294,-1.4682294,-1.4682294
254,-436.1886,160.40988,-61.19044,69.99608,-45.78144,46.182976,-22.939285,26.78219,-11.467666,5.3941326,-2.3198733,-7.5767765,8.007257,22.511497,22.511497,22.511497,22.511497,22.511497,-8.908005,1.5150533,-4.1668797,1.2287717,1.2287717,1.2287717,1.2287717,1.2287717,-25.130754,-25.130754,-25.130754,-25.130754,-25.130754,7.801455,-3.4073303,2.2677245,-1.9545555,-1.9545555,-1.9545555,-1.9545555,-1.9545555
255,-434.6817,163.08864,-61.39027,70.74061,-47.84577,45.757454,-28.051924,24.024918,-14.542264,6.6345944,-1.4898813,-7.247019,9.215651,21.751001,21.751001,21.751001,21.751001,21.751001,-9.315162,1.5359665,-3.960315,1.7494339,1.7494339,1.7494339,1.7494339,1.7494339,-25.057339,-25.057339,-25.057339,-25.057339,-25.057339,8.306732,-2.911635,2.7206438,-1.7448102,-1.7448102,-1.7448102,-1.7448102,-1.7448102
256,-439.17865,156.20026,-52.63143,68.59507,-41.858654,44.169273,-20.558933,25.98393,-9.845376,4.750824,-1.680372,-5.905497,9.399615,22.773388,22.773388,22.773388,22.773388,22.773388,-9.022702,0.96854526,-4.093179,1.1888797,1.1888797,1.1888797,1.1888797,1.1888797,-25.523119,-25.523119,-25.523119,-25.523119,-25.523119,7.554922,-2.976413,2.2865124,-1.7070899,-1.7070899,-1.7070899,-1.7070899,-1.7070899
257,-438.62827,156.87355,-64.58242,63.35935,-52.787777,43.550003,-29.301987,24.813873,-16.426132,4.180184,-2.3365507,-3.6522944,11.135566,22.389685,22.389685,22.389685,22.389685,22.389685,-8.665163,2.0905523,-3.0426114,2.4563944,2.4563944,2.4563944,2.4563944,2.4563944,-24.84922,-24.84922,-24.84922,-24.84922,-24.84922,8.141958,-3.0809293,2.5653384,-1.7278051,-1.7278051,-1.7278051,-1.7278051,-1.7278051
258,-441.03827,147.44952,-54.777954,64.20507,-40.51813,42.290905,-19.488466,24.760622,-8.151932,6.613357,-0.67002517,-5.082697,9.246174,23.535725,23.535725,23.535725,23.535725,23.535725,-8.022098,1.5143116,-3.6270885,1.2737672,1.2737672,1.2737672,1.2737672,1.2737672,-25.493057,-25.493057,-25.493057,-25.493057,-25.493057,7.2203894,-3.068313,2.0574667,-1.7840009,-1.7840009,-1.7840009,-1.7840009,-1.7840009
259,-437.42325,154.33914,-62.802174,63.65687,-53.23093,40.432083,-25.965275,27.849586,-12.63533,3.6442237,-6.8592052,-10.262066,8.372216,22.835533,22.835533,22.835533,22.835533,22.835533,-8.277134,1.8723772,-3.613439,1.8056153,1.8056153,1.8056153,1.8056153,1.8056153,-24.504488,-24.504488,-24.504488,-24.504488,-24.504488,8.011069,-3.4501379,1.7771249,-2.3050783,-2.3050783,-2.3050783,-2.3050783,-2.3050783
260,-436.13593,158.69142,-60.468357,69.89204,-45.477814,45.82865,-24.0466,25.94987,-12.780478,6.641345,-2.7117321,-7.62051,7.5943823,22.399622,22.399622,22.399622,22.399622,22.399622,-8.85983,1.4465053,-4.147674,1.2550418,1.2550418,1.2550418,1.2550418,1.2550418,-25.23538,-25.23538,-25.23538,-25.23538,-25.23538,7.82507,-3.2609208,2.3670537,-1.899683,-1.899683,-1.899683,-1.899683,-1.899683
261,-428.99008,147.78159,-60.203243,69.76788,-47.93209,45.720814,-23.620926,24.580431,-12.5001545,5.124436,-2.1350691,-7.2177916,7.8235726,22.424564,22.424564,22.424564,22.424564,22.424564,-8.226384,1.467764,-4.0103936,1.4620426,1.4620426,1.4620426,1.4620426,1.4620426,-24.86854,-24.86854,-24.86854,-24.86854,-24.86854,7.185375,-3.1611931,2.4169269,-1.9533529,-1.9533529,-1.9533529,-1.9533529,-1.9533529
262,-435.4446,160.22949,-60.980827,69.8067,-44.228085,45.157967,-23.562057,25.350584,-12.309572,5.576515,-2.9013128,-7.5586486,7.2542396,22.301537,22.301537,22.301537,22.301537,22.301537,-9.014072,1.3942857,-4.2231917,1.1554478,1.1554478,1.1554478,1.1554478,1.1554478,-25.176517,-25.176517,-25.176517,-25.176517,-25.176517,7.8301954,-3.324936,2.402532,-1.8180405,-1.8180405,-1.8180405,-1.8180405,-1.8180405
263,-436.1865,162.16779,-62.178726,71.10301,-46.745106,47.525505,-25.143906,26.45936,-13.440894,6.307526,-2.6230965,-8.234157,7.10168,22.239155,22.239155,22.239155,22.239155,22.239155,-9.081894,1.489639,-4.2619267,1.2166324,1.2166324,1.2166324,1.2166324,1.2166324,-25.221598,-25.221598,-25.221598,-25.221598,-25.221598,7.963367,-3.3462205,2.404417,-1.9503455,-1.9503455,-1.9503455,-1.9503455,-1.9503455
264,-435.7075,154.04224,-59.95254,64.12397,-50.33192,40.555603,-27.35184,25.920542,-10.613932,10.135893,-0.64980763,-6.4828095,6.124313,22.627369,22.627369,22.627369,22.627369,22.627369,-8.017272,2.334127,-2.958038,2.0388186,2.0388186,2.0388186,2.0388186,2.0388186,-24.484285,-24.484285,-24.484285,-24.484285,-24.484285,8.424628,-2.7544103,2.1180859,-2.5453918,-2.5453918,-2.5453918,-2.5453918,-2.5453918
265,-437.07825,162.5684,-61.08307,71.78635,-46.446285,47.15141,-23.809189,27.324368,-12.645684,6.9213314,-2.3729103,-8.226461,7.7578273,22.365183,22.365183,22.365183,22.365183,22.365183,-9.059383,1.4669958,-4.285463,1.219206,1.219206,1.219206,1.219206,1.219206,-25.274673,-25.274673,-25.274673,-25.274673,-25.274673,7.982772,-3.3397887,2.334645,-2.0143044,-2.0143044,-2.0143044,-2.0143044,-2.0143044
266,-435.71667,161.13937,-61.189182,70.57266,-45.44844,46.37713,-25.660202,25.550505,-12.941971,5.8210187,-2.373692,-7.453175,8.68694,22.186577,22.186577,22.186577,22.186577,22.186577,-9.1131315,1.4198891,-4.187885,1.3649024,1.3649024,1.3649024,1.3649024,1.3649024,-25.194796,-25.194796,-25.194796,-25.194796,-25.194796,7.940026,-3.2195826,2.5113256,-1.7468824,-1.7468824,-1.7468824,-1.7468824,-1.7468824
267,-430.79843,147.23329,-49.992046,58.3369,-36.06041,39.430023,-13.288015,23.094786,-7.7991233,4.6626945,-0.9671558,-5.2651696,8.885814,22.901382,22.901382,22.901382,22.901382,22.901382,-8.190257,1.2544048,-3.5529046,0.865149,0.865149,0.865149,0.865149,0.865149,-24.94161,-24.94161,-24.94161,-24.94161,-24.94161,7.0290446,-3.0998824,1.6680938,-1.5662079,-1.5662079,-1.5662079,-1.5662079,-1.5662079
268,-431.96628,153.74945,-66.40314,67.89954,-46.210495,50.841595,-22.629257,28.400393,-14.529383,4.3015175,-1.9174902,-5.8637958,9.633894,22.736504,22.736504,22.736504,22.736504,22.736504,-8.293125,1.8011589,-4.1192436,1.176434,1.176434,1.176434,1.176434,1.176434,-25.127619,-25.127619,-25.127619,-25.127619,-25.127619,7.0171947,-3.931125,2.2135262,-1.6845695,-1.6845695,-1.6845695,-1.6845695,-1.6845695
269,-436.6339,154.23709,-60.022976,62.681366,-50.002483,41.668552,-26.70579,26.60593,-9.818534,8.178439,-2.9335322,-10.707541,3.3792908,22.83316,22.83316,22.83316,22.83316,22.83316,-8.041258,2.1692379,-3.3740292,1.425264,1.425264,1.425264,1.425264,1.425264,-24.490988,-24.490988,-24.490988,-24.490988,-24.490988,8.257826,-3.0622206,1.6769133,-2.6982064,-2.6982064,-2.6982064,-2.6982064,-2.6982064
270,-431.7024,156.46379,-58.057102,70.06394,-44.79306,43.757145,-22.74507,25.832367,-12.621137,4.378158,-2.8509338,-8.576642,8.704545,22.1458,22.1458,22.1458,22.1458,22.1458,-8.974163,1.1697732,-4.2894998,1.2553854,1.2553854,1.2553854,1.2553854,1.2553854,-25.016592,-25.016592,-25.016592,-25.016592,-25.016592,7.607493,-3.1453183,2.3541822,-1.7761971,-1.7761971,-1.7761971,-1.7761971,-1.7761971
271,-426.50714,141.28828,-82.93944,76.49844,-55.027836,47.322666,-30.638306,27.921167,-15.952255,6.722602,-5.7020407,-9.152794,8.9822035,22.959078,22.959078,22.959078,22.959078,22.959078,-6.834437,2.6395288,-4.3523607,1.9214624,1.9214624,1.9214624,1.9214624,1.9214624,-24.459257,-24.459257,-24.459257,-24.459257,-24.459257,6.767483,-4.324572,2.7312188,-2.16724,-2.16724,-2.16724,-2.16724,-2.16724
272,-439.03027,158.46024,-66.23244,61.1489,-53.508312,42.681755,-27.766844,26.26108,-15.564454,6.2931576,-2.6099825,-3.622021,12.1532955,22.595497,22.595497,22.595497,22.595497,22.595497,-8.344975,2.4898272,-2.7827249,2.568015,2.568015,2.568015,2.568015,2.568015,-24.628925,-24.628925,-24.628925,-24.628925,-24.628925,8.375064,-3.289183,2.2457483,-1.9126421,-1.9126421,-1.9126421,-1.9126421,-1.9126421
273,-435.23288,161.04318,-59.509003,69.76748,-44.37046,43.608387,-25.004084,23.58344,-12.507187,7.2017426,-1.1592417,-5.5573125,9.896275,22.022905,22.022905,22.022905,22.022905,22.022905,-9.1227,1.4900572,-3.866365,1.6812972,1.6812972,1.6812972,1.6812972,1.6812972,-25.126,-25.126,-25.126,-25.126,-25.126,8.1539755,-2.9157674,2.6812088,-1.6511201,-1.6511201,-1.6511201,-1.6511201,-1.6511201
274,-440.15283,155.28291,-63.240166,63.716637,-53.55767,43.799915,-27.808725,28.495552,-12.187242,5.9529767,-6.138026,-9.738889,9.443496,23.040773,23.040773,23.040773,23.040773,23.040773,-8.14757,2.042568,-3.5272593,1.8697846,1.8697846,1.8697846,1.8697846,1.8697846,-24.691147,-24.691147,-24.691147,-24.691147,-24.691147,8.130186,-3.4670806,1.7435158,-2.309688,-2.309688,-2.309688,-2.309688,-2.309688
275,-441.7548,151.93231,-55.399227,70.11299,-41.929714,45.74468,-19.852741,27.885397,-9.684514,8.170242,-0.6463288,-6.436123,9.947114,23.381084,23.381084,23.381084,23.381084,23.381084,-8.338039,1.3302411,-4.1221156,1.1610429,1.1610429,1.1610429,1.1610429,1.1610429,-25.780405,-25.780405,-25.780405,-25.780405,-25.780405,7.313217,-3.1667438,2.1602294,-1.8952726,-1.8952726,-1.8952726,-1.8952726,-1.8952726
276,-440.34775,155.0781,-53.383347,68.203316,-41.76666,45.96398,-19.582212,26.316849,-9.702113,6.1995754,-1.5407755,-8.037643,7.8056455,23.027695,23.027695,23.027695,23.027695,23.027695,-8.767648,1.0973504,-4.2322483,0.8708324,0.8708324,0.8708324,0.8708324,0.8708324,-25.656748,-25.656748,-25.656748,-25.656748,-25.656748,7.4494944,-3.1221535,2.0252702,-1.8943226,-1.8943226,-1.8943226,-1.8943226,-1.8943226
277,-434.55972,149.70389,-56.552223,63.94036,-49.506153,41.742695,-25.722961,22.72298,-14.054744,4.683258,-2.0302238,-5.3810105,9.608272,22.3423,22.3423,22.3423,22.3423,22.3423,-8.520694,1.5366632,-3.2884727,2.0738723,2.0738723,2.0738723,2.0738723,2.0738723,-24.897196,-24.897196,-24.897196,-24.897196,-24.897196,7.747458,-2.6686435,2.4442878,-1.7865684,-1.7865684,-1.7865684,-1.7865684,-1.7865684
278,-421.12872,136.50076,-62.691025,62.63254,-45.423508,34.71313,-21.913088,21.094728,-12.975042,4.6714177,-2.250218,-8.7778845,7.3174872,22.333885,22.333885,22.333885,22.333885,22.333885,-7.2955775,1.9859731,-3.4544537,1.7232227,1.7232227,1.7232227,1.7232227,1.7232227,-24.0721,-24.0721,-24.0721,-24.0721,-24.0721,6.934632,-3.009763,2.2301767,-1.8845,-1.8845,-1.8845,-1.8845,-1.8845
279,-432.97256,154.43454,-63.73742,66.38603,-46.41624,48.423054,-20.132772,28.037678,-13.843628,5.2934813,-1.9406142,-5.801414,9.003152,22.776192,22.776192,22.776192,22.776192,22.776192,-8.288268,1.811157,-3.9215484,1.2107381,1.2107381,1.2107381,1.2107381,1.2107381,-25.077957,-25.077957,-25.077957,-25.077957,-25.077957,7.2225103,-3.7929142,2.0454206,-1.8666344,-1.8666344,-1.8666344,-1.8666344,-1.8666344
280,-428.70425,154.29552,-53.070328,63.036137,-41.99632,38.05215,-21.215387,23.08902,-11.576678,4.3223057,-1.6491104,-7.7016516,7.510098,21.893612,21.893612,21.893612,21.893612,21.893612,-8.908753,1.2569921,-3.6621752,1.3521683,1.3521683,1.3521683,1.3521683,1.3521683,-24.611393,-24.611393,-24.611393,-24.611393,-24.611393,7.821049,-2.6994445,2.1656637,-1.7417829,-1.7417829,-1.7417829,-1.7417829,-1.7417829
281,-443.9952,155.51097,-55.755283,71.0413,-43.572937,47.848907,-21.238403,29.318806,-9.706944,7.546109,-1.9749032,-6.6036415,9.916818,23.406965,23.406965,23.406965,23.406965,23.406965,-8.580415,1.2306306,-4.247663,1.1225946,1.1225946,1.1225946,1.1225946,1.1225946,-25.851898,-25.851898,-25.851898,-25.851898,-25.851898,7.4660096,-3.3055787,2.125442,-1.9491616,-1.9491616,-1.9491616,-1.9491616,-1.9491616
282,-435.72577,161.05594,-57.00413,67.383545,-45.75783,41.409607,-25.17559,22.759224,-13.787077,5.659709,-2.5239365,-8.797787,7.885694,21.842463,21.842463,21.842463,21.842463,21.842463,-9.343336,1.3006732,-3.9189155,1.5359286,1.5359286,1.5359286,1.5359286,1.5359286,-25.057451,-25.057451,-25.057451,-25.057451,-25.057451,8.287951,-2.7413034,2.4525003,-1.7703922,-1.7703922,-1.7703922,-1.7703922,-1.7703922
283,-437.7411,161.6387,-61.38311,71.923515,-46.196568,46.87095,-25.33321,25.135988,-13.564744,5.437569,-3.0827084,-7.4664955,8.55733,22.237408,22.237408,22.237408,22.237408,22.237408,-9.234352,1.2878742,-4.321946,1.3467641,1.3467641,1.3467641,1.3467641,1.3467641,-25.39174,-25.39174,-25.39174,-25.39174,-25.39174,7.9125795,-3.2529838,2.597227,-1.7298609,-1.7298609,-1.7298609,-1.7298609,-1.7298609
284,-436.8993,151.84421,-56.89705,62.95929,-47.91507,39.041744,-24.134033,24.588823,-11.840344,5.2655478,-6.369354,-11.874922,3.107964,22.667969,22.667969,22.667969,22.667969,22.667969,-8.40174,1.4454347,-3.83264,1.1258037,1.1258037,1.1258037,1.1258037,1.1258037,-24.799017,-24.799017,-24.799017,-24.799017,-24.799017,7.9253817,-3.062513,1.7655865,-2.3617349,-2.3617349,-2.3617349,-2.3617349,-2.3617349
285,-442.68503,157.8904,-56.49305,71.40138,-43.2443,46.600044,-22.000408,26.382914,-11.497154,8.036801,-0.14784673,-6.5374947,9.581858,22.906883,22.906883,22.906883,22.906883,22.906883,-8.886995,1.3094039,-4.1514897,1.2875172,1.2875172,1.2875172,1.2875172,1.2875172,-25.844975,-25.844975,-25.844975,-25.844975,-25.844975,7.716266,-3.0143902,2.4180722,-1.8184342,-1.8184342,-1.8184342,-1.8184342,-1.8184342
286,-433.94043,149.0931,-56.904697,57.037685,-46.873775,38.593876,-21.529514,24.16114,-12.121692,2.3770375,-3.0581908,-4.383862,10.987972,22.746428,22.746428,22.746428,22.746428,22.746428,-8.215401,1.7745919,-2.9544215,1.9612054,1.9612054,1.9612054,1.9612054,1.9612054,-24.540579,-24.540579,-24.540579,-24.540579,-24.540579,7.574387,-3.0894785,1.9174539,-1.682567,-1.682567,-1.682567,-1.682567,-1.682567
