,file,state,machine_type,machine,dB,file_path
11150,00000988.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000988.wav
11151,00000989.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000989.wav
11152,00000990.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000990.wav
11153,00000991.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000991.wav
11154,00000992.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000992.wav
11155,00000993.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000993.wav
11156,00000994.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000994.wav
11157,00000995.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000995.wav
11158,00000996.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000996.wav
11159,00000997.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000997.wav
11160,00000998.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000998.wav
11161,00000999.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00000999.wav
11162,00001000.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001000.wav
11163,00001001.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001001.wav
11164,00001002.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001002.wav
11165,00001003.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001003.wav
11166,00001004.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001004.wav
11167,00001005.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001005.wav
11168,00001006.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001006.wav
11169,00001007.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001007.wav
11170,00001008.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001008.wav
11171,00001009.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001009.wav
11172,00001010.wav,normal,id_00,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_00\normal\00001010.wav
11173,00000000.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000000.wav
11174,00000001.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000001.wav
11175,00000002.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000002.wav
11176,00000003.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000003.wav
11177,00000004.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000004.wav
11178,00000005.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000005.wav
11179,00000006.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000006.wav
11180,00000007.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000007.wav
11181,00000008.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000008.wav
11182,00000009.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000009.wav
11183,00000010.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000010.wav
11184,00000011.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000011.wav
11185,00000012.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000012.wav
11186,00000013.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000013.wav
11187,00000014.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000014.wav
11188,00000015.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000015.wav
11189,00000016.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000016.wav
11190,00000017.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000017.wav
11191,00000018.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000018.wav
11192,00000019.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000019.wav
11193,00000020.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000020.wav
11194,00000021.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000021.wav
11195,00000022.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000022.wav
11196,00000023.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000023.wav
11197,00000024.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000024.wav
11198,00000025.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000025.wav
11199,00000026.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000026.wav
11200,00000027.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000027.wav
11201,00000028.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000028.wav
11202,00000029.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000029.wav
11203,00000030.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000030.wav
11204,00000031.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000031.wav
11205,00000032.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000032.wav
11206,00000033.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000033.wav
11207,00000034.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000034.wav
11208,00000035.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000035.wav
11209,00000036.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000036.wav
11210,00000037.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000037.wav
11211,00000038.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000038.wav
11212,00000039.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000039.wav
11213,00000040.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000040.wav
11214,00000041.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000041.wav
11215,00000042.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000042.wav
11216,00000043.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000043.wav
11217,00000044.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000044.wav
11218,00000045.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000045.wav
11219,00000046.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000046.wav
11220,00000047.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000047.wav
11221,00000048.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000048.wav
11222,00000049.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000049.wav
11223,00000050.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000050.wav
11224,00000051.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000051.wav
11225,00000052.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000052.wav
11226,00000053.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000053.wav
11227,00000054.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000054.wav
11228,00000055.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000055.wav
11229,00000056.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000056.wav
11230,00000057.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000057.wav
11231,00000058.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000058.wav
11232,00000059.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000059.wav
11233,00000060.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000060.wav
11234,00000061.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000061.wav
11235,00000062.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000062.wav
11236,00000063.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000063.wav
11237,00000064.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000064.wav
11238,00000065.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000065.wav
11239,00000066.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000066.wav
11240,00000067.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000067.wav
11241,00000068.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000068.wav
11242,00000069.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000069.wav
11243,00000070.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000070.wav
11244,00000071.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000071.wav
11245,00000072.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000072.wav
11246,00000073.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000073.wav
11247,00000074.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000074.wav
11248,00000075.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000075.wav
11249,00000076.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000076.wav
11250,00000077.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000077.wav
11251,00000078.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000078.wav
11252,00000079.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000079.wav
11253,00000080.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000080.wav
11254,00000081.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000081.wav
11255,00000082.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000082.wav
11256,00000083.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000083.wav
11257,00000084.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000084.wav
11258,00000085.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000085.wav
11259,00000086.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000086.wav
11260,00000087.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000087.wav
11261,00000088.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000088.wav
11262,00000089.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000089.wav
11263,00000090.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000090.wav
11264,00000091.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000091.wav
11265,00000092.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000092.wav
11266,00000093.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000093.wav
11267,00000094.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000094.wav
11268,00000095.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000095.wav
11269,00000096.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000096.wav
11270,00000097.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000097.wav
11271,00000098.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000098.wav
11272,00000099.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000099.wav
11273,00000100.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000100.wav
11274,00000101.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000101.wav
11275,00000102.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000102.wav
11276,00000103.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000103.wav
11277,00000104.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000104.wav
11278,00000105.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000105.wav
11279,00000106.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000106.wav
11280,00000107.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000107.wav
11281,00000108.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000108.wav
11282,00000109.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000109.wav
11283,00000110.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000110.wav
11284,00000111.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000111.wav
11285,00000112.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000112.wav
11286,00000113.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000113.wav
11287,00000114.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000114.wav
11288,00000115.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000115.wav
11289,00000116.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000116.wav
11290,00000117.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000117.wav
11291,00000118.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000118.wav
11292,00000119.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000119.wav
11293,00000120.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000120.wav
11294,00000121.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000121.wav
11295,00000122.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000122.wav
11296,00000123.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000123.wav
11297,00000124.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000124.wav
11298,00000125.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000125.wav
11299,00000126.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000126.wav
11300,00000127.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000127.wav
11301,00000128.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000128.wav
11302,00000129.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000129.wav
11303,00000130.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000130.wav
11304,00000131.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000131.wav
11305,00000132.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000132.wav
11306,00000133.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000133.wav
11307,00000134.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000134.wav
11308,00000135.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000135.wav
11309,00000136.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000136.wav
11310,00000137.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000137.wav
11311,00000138.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000138.wav
11312,00000139.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000139.wav
11313,00000140.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000140.wav
11314,00000141.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000141.wav
11315,00000142.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000142.wav
11316,00000143.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000143.wav
11317,00000144.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000144.wav
11318,00000145.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000145.wav
11319,00000146.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000146.wav
11320,00000147.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000147.wav
11321,00000148.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000148.wav
11322,00000149.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000149.wav
11323,00000150.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000150.wav
11324,00000151.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000151.wav
11325,00000152.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000152.wav
11326,00000153.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000153.wav
11327,00000154.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000154.wav
11328,00000155.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000155.wav
11329,00000156.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000156.wav
11330,00000157.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000157.wav
11331,00000158.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000158.wav
11332,00000159.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000159.wav
11333,00000160.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000160.wav
11334,00000161.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000161.wav
11335,00000162.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000162.wav
11336,00000163.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000163.wav
11337,00000164.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000164.wav
11338,00000165.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000165.wav
11339,00000166.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000166.wav
11340,00000167.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000167.wav
11341,00000168.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000168.wav
11342,00000169.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000169.wav
11343,00000170.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000170.wav
11344,00000171.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000171.wav
11345,00000172.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000172.wav
11346,00000173.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000173.wav
11347,00000174.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000174.wav
11348,00000175.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000175.wav
11349,00000176.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000176.wav
11350,00000177.wav,abnormal,id_02,fan,0_dB_fan,E:\Projects\factory_noises\0_dB_fan\fan\id_02\abnormal\00000177.wav
